Time,node_load1,is_anomaly
2025/6/5 0:04,0.86,0
2025/6/5 0:04,0.52,0
2025/6/5 0:04,0.52,0
2025/6/5 0:05,0.47,0
2025/6/5 0:05,0.29,0
2025/6/5 0:05,0.29,0
2025/6/5 0:06,0.17,0
2025/6/5 0:06,0.18,0
2025/6/5 0:06,0.18,0
2025/6/5 0:07,0.11,1
2025/6/5 0:07,0.33,0
2025/6/5 0:07,0.33,0
2025/6/5 0:08,1.76,0
2025/6/5 0:08,1.23,0
2025/6/5 0:08,1.23,0
2025/6/5 0:09,0.74,0
2025/6/5 0:09,0.59,0
2025/6/5 0:09,0.59,0
2025/6/5 0:10,0.36,0
2025/6/5 0:10,0.22,0
2025/6/5 0:10,0.22,0
2025/6/5 0:11,0.27,0
2025/6/5 0:11,0.22,0
2025/6/5 0:11,0.22,0
2025/6/5 0:12,0.2,0
2025/6/5 0:12,0.25,0
2025/6/5 0:12,0.25,0
2025/6/5 0:13,0.49,0
2025/6/5 0:13,0.41,0
2025/6/5 0:13,0.41,0
2025/6/5 0:14,0.44,0
2025/6/5 0:14,0.32,0
2025/6/5 0:14,0.32,0
2025/6/5 0:15,0.38,0
2025/6/5 0:15,0.46,0
2025/6/5 0:15,0.46,0
2025/6/5 0:16,0.74,0
2025/6/5 0:16,0.93,0
2025/6/5 0:16,0.93,0
2025/6/5 0:17,0.82,0
2025/6/5 0:17,1.36,0
2025/6/5 0:17,1.36,0
2025/6/5 0:18,0.83,0
2025/6/5 0:18,0.7,0
2025/6/5 0:18,0.7,0
2025/6/5 0:19,0.48,0
2025/6/5 0:19,0.61,0
2025/6/5 0:19,0.61,0
2025/6/5 0:20,0.37,0
2025/6/5 0:20,0.35,0
2025/6/5 0:20,0.35,0
2025/6/5 0:21,0.21,0
2025/6/5 0:21,0.13,0
2025/6/5 0:21,0.13,0
2025/6/5 0:22,0.14,0
2025/6/5 0:22,0.09,1
2025/6/5 0:22,0.09,1
2025/6/5 0:23,0.05,1
2025/6/5 0:23,0.09,1
2025/6/5 0:23,0.09,1
2025/6/5 0:24,0.55,0
2025/6/5 0:24,0.49,0
2025/6/5 0:24,0.49,0
2025/6/5 0:25,0.3,0
2025/6/5 0:25,0.25,0
2025/6/5 0:25,0.25,0
2025/6/5 0:26,0.23,0
2025/6/5 0:26,0.19,0
2025/6/5 0:26,0.19,0
2025/6/5 0:27,0.11,1
2025/6/5 0:27,0.18,0
2025/6/5 0:27,0.18,0
2025/6/5 0:28,0.24,0
2025/6/5 0:28,0.4,0
2025/6/5 0:28,0.4,0
2025/6/5 0:29,0.3,0
2025/6/5 0:29,0.18,0
2025/6/5 0:29,0.18,0
2025/6/5 0:30,0.81,0
2025/6/5 0:30,0.49,0
2025/6/5 0:30,0.49,0
2025/6/5 0:31,0.3,0
2025/6/5 0:31,0.41,0
2025/6/5 0:31,0.41,0
2025/6/5 0:32,0.25,0
2025/6/5 0:32,0.22,0
2025/6/5 0:32,0.22,0
2025/6/5 0:33,0.19,0
2025/6/5 0:33,0.24,0
2025/6/5 0:33,0.24,0
2025/6/5 0:34,0.15,0
2025/6/5 0:34,0.28,0
2025/6/5 0:34,0.28,0
2025/6/5 0:35,0.41,0
2025/6/5 0:35,0.36,0
2025/6/5 0:35,0.36,0
2025/6/5 0:36,0.27,0
2025/6/5 0:36,0.31,0
2025/6/5 0:36,0.31,0
2025/6/5 0:37,0.19,0
2025/6/5 0:37,0.11,1
2025/6/5 0:37,0.11,1
2025/6/5 0:38,0.18,0
2025/6/5 0:38,0.55,0
2025/6/5 0:38,0.55,0
2025/6/5 0:39,0.82,0
2025/6/5 0:39,0.49,0
2025/6/5 0:39,0.49,0
2025/6/5 0:40,0.3,0
2025/6/5 0:40,0.33,0
2025/6/5 0:40,0.33,0
2025/6/5 0:41,0.36,0
2025/6/5 0:41,0.3,0
2025/6/5 0:41,0.3,0
2025/6/5 0:42,0.18,0
2025/6/5 0:42,0.11,1
2025/6/5 0:42,0.11,1
2025/6/5 0:43,0.06,1
2025/6/5 0:43,0.04,1
2025/6/5 0:43,0.04,1
2025/6/5 0:44,1.6,0
2025/6/5 0:44,1.21,0
2025/6/5 0:44,1.21,0
2025/6/5 0:45,0.94,0
2025/6/5 0:45,0.97,0
2025/6/5 0:45,0.97,0
2025/6/5 0:46,0.59,0
2025/6/5 0:46,1.31,0
2025/6/5 0:46,1.31,0
2025/6/5 0:47,0.79,0
2025/6/5 0:47,0.48,0
2025/6/5 0:47,0.48,0
2025/6/5 0:48,0.29,0
2025/6/5 0:48,0.3,0
2025/6/5 0:48,0.3,0
2025/6/5 0:49,0.18,0
2025/6/5 0:49,0.24,0
2025/6/5 0:49,0.24,0
2025/6/5 0:50,0.27,0
2025/6/5 0:50,0.42,0
2025/6/5 0:50,0.42,0
2025/6/5 0:51,0.26,0
2025/6/5 0:51,0.22,0
2025/6/5 0:51,0.22,0
2025/6/5 0:52,0.28,0
2025/6/5 0:52,0.47,0
2025/6/5 0:52,0.47,0
2025/6/5 0:53,0.86,0
2025/6/5 0:53,0.8,0
2025/6/5 0:53,0.8,0
2025/6/5 0:54,0.67,0
2025/6/5 0:54,0.66,0
2025/6/5 0:54,0.66,0
2025/6/5 0:55,0.52,0
2025/6/5 0:55,0.38,0
2025/6/5 0:55,0.38,0
2025/6/5 0:56,0.23,0
2025/6/5 0:56,0.19,0
2025/6/5 0:56,0.19,0
2025/6/5 0:57,0.24,0
2025/6/5 0:57,0.14,0
2025/6/5 0:57,0.14,0
2025/6/5 0:58,0.09,1
2025/6/5 0:58,0.11,1
2025/6/5 0:58,0.11,1
2025/6/5 0:59,0.2,0
2025/6/5 0:59,0.56,0
2025/6/5 0:59,0.56,0
2025/6/5 1:00,0.42,0
2025/6/5 1:00,0.57,0
2025/6/5 1:00,0.57,0
2025/6/5 1:01,0.45,0
2025/6/5 1:01,0.27,0
2025/6/5 1:01,0.27,0
2025/6/5 1:02,0.47,0
2025/6/5 1:02,0.28,0
2025/6/5 1:02,0.28,0
2025/6/5 1:03,0.17,0
2025/6/5 1:03,0.1,1
2025/6/5 1:03,0.1,1
2025/6/5 1:04,0.06,1
2025/6/5 1:04,0.1,1
2025/6/5 1:04,0.1,1
2025/6/5 1:05,0.2,0
2025/6/5 1:05,0.52,0
2025/6/5 1:05,0.52,0
2025/6/5 1:06,0.37,0
2025/6/5 1:06,0.27,0
2025/6/5 1:06,0.27,0
2025/6/5 1:07,0.25,0
2025/6/5 1:07,0.15,0
2025/6/5 1:07,0.15,0
2025/6/5 1:08,0.16,0
2025/6/5 1:08,0.1,1
2025/6/5 1:08,0.1,1
2025/6/5 1:09,0.06,1
2025/6/5 1:09,0.15,0
2025/6/5 1:09,0.15,0
2025/6/5 1:10,0.17,0
2025/6/5 1:10,0.3,0
2025/6/5 1:10,0.3,0
2025/6/5 1:11,0.18,0
2025/6/5 1:11,0.27,0
2025/6/5 1:11,0.27,0
2025/6/5 1:12,0.22,0
2025/6/5 1:12,0.26,0
2025/6/5 1:12,0.26,0
2025/6/5 1:13,0.15,0
2025/6/5 1:13,0.09,1
2025/6/5 1:13,0.09,1
2025/6/5 1:14,0.06,1
2025/6/5 1:14,0.11,1
2025/6/5 1:14,0.11,1
2025/6/5 1:15,0.12,1
2025/6/5 1:15,0.12,1
2025/6/5 1:15,0.12,1
2025/6/5 1:16,0.56,0
2025/6/5 1:16,1.42,0
2025/6/5 1:16,1.42,0
2025/6/5 1:17,2.89,1
2025/6/5 1:17,1.75,0
2025/6/5 1:17,1.75,0
2025/6/5 1:18,1.06,0
2025/6/5 1:18,0.64,0
2025/6/5 1:18,0.64,0
2025/6/5 1:19,0.45,0
2025/6/5 1:19,0.35,0
2025/6/5 1:19,0.35,0
2025/6/5 1:20,0.34,0
2025/6/5 1:20,0.33,0
2025/6/5 1:20,0.33,0
2025/6/5 1:21,0.68,0
2025/6/5 1:21,0.57,0
2025/6/5 1:21,0.57,0
2025/6/5 1:22,0.34,0
2025/6/5 1:22,0.76,0
2025/6/5 1:22,0.76,0
2025/6/5 1:23,0.46,0
2025/6/5 1:23,0.28,0
2025/6/5 1:23,0.28,0
2025/6/5 1:24,0.17,0
2025/6/5 1:24,0.1,1
2025/6/5 1:24,0.1,1
2025/6/5 1:25,0.51,0
2025/6/5 1:25,0.37,0
2025/6/5 1:25,0.37,0
2025/6/5 1:26,1.07,0
2025/6/5 1:26,0.73,0
2025/6/5 1:26,0.73,0
2025/6/5 1:27,0.65,0
2025/6/5 1:27,0.45,0
2025/6/5 1:27,0.45,0
2025/6/5 1:28,0.56,0
2025/6/5 1:28,2.23,0
2025/6/5 1:28,2.23,0
2025/6/5 1:29,1.41,0
2025/6/5 1:29,0.98,0
2025/6/5 1:29,0.98,0
2025/6/5 1:30,0.66,0
2025/6/5 1:30,0.53,0
2025/6/5 1:30,0.53,0
2025/6/5 1:31,0.44,0
2025/6/5 1:31,0.99,0
2025/6/5 1:31,0.99,0
2025/6/5 1:32,0.6,0
2025/6/5 1:32,0.36,0
2025/6/5 1:32,0.36,0
2025/6/5 1:33,0.22,0
2025/6/5 1:33,0.21,0
2025/6/5 1:33,0.21,0
2025/6/5 1:34,1.25,0
2025/6/5 1:34,0.82,0
2025/6/5 1:34,0.82,0
2025/6/5 1:35,0.5,0
2025/6/5 1:35,0.3,0
2025/6/5 1:35,0.3,0
2025/6/5 1:36,0.39,0
2025/6/5 1:36,0.24,0
2025/6/5 1:36,0.24,0
2025/6/5 1:37,0.73,0
2025/6/5 1:37,0.65,0
2025/6/5 1:37,0.65,0
2025/6/5 1:38,0.39,0
2025/6/5 1:38,0.29,0
2025/6/5 1:38,0.29,0
2025/6/5 1:39,0.31,0
2025/6/5 1:39,0.29,0
2025/6/5 1:39,0.29,0
2025/6/5 1:40,0.18,0
2025/6/5 1:40,0.17,0
2025/6/5 1:40,0.17,0
2025/6/5 1:41,0.22,0
2025/6/5 1:41,0.13,0
2025/6/5 1:41,0.13,0
2025/6/5 1:42,0.08,1
2025/6/5 1:42,0.26,0
2025/6/5 1:42,0.26,0
2025/6/5 1:43,0.34,0
2025/6/5 1:43,0.26,0
2025/6/5 1:43,0.26,0
2025/6/5 1:44,0.16,0
2025/6/5 1:44,0.1,1
2025/6/5 1:44,0.1,1
2025/6/5 1:45,0.14,0
2025/6/5 1:45,0.21,0
2025/6/5 1:45,0.21,0
2025/6/5 1:46,0.13,0
2025/6/5 1:46,0.55,0
2025/6/5 1:46,0.55,0
2025/6/5 1:47,0.33,0
2025/6/5 1:47,0.27,0
2025/6/5 1:47,0.27,0
2025/6/5 1:48,0.22,0
2025/6/5 1:48,0.19,0
2025/6/5 1:48,0.19,0
2025/6/5 1:49,0.17,0
2025/6/5 1:49,0.1,1
2025/6/5 1:49,0.1,1
2025/6/5 1:50,0.14,0
2025/6/5 1:50,0.23,0
2025/6/5 1:50,0.23,0
2025/6/5 1:51,0.3,0
2025/6/5 1:51,0.18,0
2025/6/5 1:51,0.18,0
2025/6/5 1:52,1.42,0
2025/6/5 1:52,1.14,0
2025/6/5 1:52,1.14,0
2025/6/5 1:53,0.89,0
2025/6/5 1:53,0.54,0
2025/6/5 1:53,0.54,0
2025/6/5 1:54,0.62,0
2025/6/5 1:54,0.44,0
2025/6/5 1:54,0.44,0
2025/6/5 1:55,0.27,0
2025/6/5 1:55,0.16,0
2025/6/5 1:55,0.16,0
2025/6/5 1:56,2.33,0
2025/6/5 1:56,1.6,0
2025/6/5 1:56,1.6,0
2025/6/5 1:57,1.29,0
2025/6/5 1:57,0.97,0
2025/6/5 1:57,0.97,0
2025/6/5 1:58,0.71,0
2025/6/5 1:58,0.56,0
2025/6/5 1:58,0.56,0
2025/6/5 1:59,1.21,0
2025/6/5 1:59,0.79,0
2025/6/5 1:59,0.79,0
2025/6/5 2:00,0.6,0
2025/6/5 2:00,0.62,0
2025/6/5 2:00,0.62,0
2025/6/5 2:01,0.54,0
2025/6/5 2:01,0.52,0
2025/6/5 2:01,0.52,0
2025/6/5 2:02,0.45,0
2025/6/5 2:02,0.27,0
2025/6/5 2:02,0.27,0
2025/6/5 2:03,0.16,0
2025/6/5 2:03,0.73,0
2025/6/5 2:03,0.73,0
2025/6/5 2:04,0.44,0
2025/6/5 2:04,0.44,0
2025/6/5 2:04,0.44,0
2025/6/5 2:05,0.47,0
2025/6/5 2:05,0.34,0
2025/6/5 2:05,0.34,0
2025/6/5 2:06,0.2,0
2025/6/5 2:06,0.28,0
2025/6/5 2:06,0.28,0
2025/6/5 2:07,0.64,0
2025/6/5 2:07,0.39,0
2025/6/5 2:07,0.39,0
2025/6/5 2:08,1.07,0
2025/6/5 2:08,0.73,0
2025/6/5 2:08,0.73,0
2025/6/5 2:09,0.49,0
2025/6/5 2:09,0.36,0
2025/6/5 2:09,0.36,0
2025/6/5 2:10,0.22,0
2025/6/5 2:10,0.85,0
2025/6/5 2:10,0.85,0
2025/6/5 2:11,0.57,0
2025/6/5 2:11,0.41,0
2025/6/5 2:11,0.41,0
2025/6/5 2:12,0.4,0
2025/6/5 2:12,0.31,0
2025/6/5 2:12,0.31,0
2025/6/5 2:13,0.25,0
2025/6/5 2:13,0.15,0
2025/6/5 2:13,0.15,0
2025/6/5 2:14,0.16,0
2025/6/5 2:14,0.26,0
2025/6/5 2:14,0.26,0
2025/6/5 2:15,0.15,0
2025/6/5 2:15,0.09,1
2025/6/5 2:15,0.09,1
2025/6/5 2:16,0.28,0
2025/6/5 2:16,0.17,0
2025/6/5 2:16,0.17,0
2025/6/5 2:17,0.31,0
2025/6/5 2:17,0.35,0
2025/6/5 2:17,0.35,0
2025/6/5 2:18,0.26,0
2025/6/5 2:18,0.36,0
2025/6/5 2:18,0.36,0
2025/6/5 2:19,0.67,0
2025/6/5 2:19,0.66,0
2025/6/5 2:19,0.66,0
2025/6/5 2:20,0.65,0
2025/6/5 2:20,0.87,0
2025/6/5 2:20,0.87,0
2025/6/5 2:21,0.58,0
2025/6/5 2:21,0.46,0
2025/6/5 2:21,0.46,0
2025/6/5 2:22,0.36,0
2025/6/5 2:22,0.42,0
2025/6/5 2:22,0.42,0
2025/6/5 2:23,1.29,0
2025/6/5 2:23,0.83,0
2025/6/5 2:23,0.83,0
2025/6/5 2:24,0.5,0
2025/6/5 2:24,0.3,0
2025/6/5 2:24,0.3,0
2025/6/5 2:25,0.24,0
2025/6/5 2:25,0.14,0
2025/6/5 2:25,0.14,0
2025/6/5 2:26,0.09,1
2025/6/5 2:26,0.37,0
2025/6/5 2:26,0.37,0
2025/6/5 2:27,0.22,0
2025/6/5 2:27,0.21,0
2025/6/5 2:27,0.21,0
2025/6/5 2:28,0.42,0
2025/6/5 2:28,3.37,1
2025/6/5 2:28,3.37,1
2025/6/5 2:29,2.36,0
2025/6/5 2:29,1.43,0
2025/6/5 2:29,1.43,0
2025/6/5 2:30,0.87,0
2025/6/5 2:30,0.87,0
2025/6/5 2:30,0.87,0
2025/6/5 2:31,0.53,0
2025/6/5 2:31,1.23,0
2025/6/5 2:31,1.23,0
2025/6/5 2:32,0.75,0
2025/6/5 2:32,0.69,0
2025/6/5 2:32,0.69,0
2025/6/5 2:33,0.57,0
2025/6/5 2:33,0.41,0
2025/6/5 2:33,0.41,0
2025/6/5 2:34,0.38,0
2025/6/5 2:34,0.37,0
2025/6/5 2:34,0.37,0
2025/6/5 2:35,0.42,0
2025/6/5 2:35,0.35,0
2025/6/5 2:35,0.35,0
2025/6/5 2:36,0.72,0
2025/6/5 2:36,0.7,0
2025/6/5 2:36,0.7,0
2025/6/5 2:37,0.67,0
2025/6/5 2:37,0.59,0
2025/6/5 2:37,0.59,0
2025/6/5 2:38,1.48,0
2025/6/5 2:38,1.51,0
2025/6/5 2:38,1.51,0
2025/6/5 2:39,0.96,0
2025/6/5 2:39,0.65,0
2025/6/5 2:39,0.65,0
2025/6/5 2:40,0.67,0
2025/6/5 2:40,0.53,0
2025/6/5 2:40,0.53,0
2025/6/5 2:41,0.39,0
2025/6/5 2:41,0.31,0
2025/6/5 2:41,0.31,0
2025/6/5 2:42,0.25,0
2025/6/5 2:42,0.21,0
2025/6/5 2:42,0.21,0
2025/6/5 2:43,0.13,0
2025/6/5 2:43,0.14,0
2025/6/5 2:43,0.14,0
2025/6/5 2:44,0.16,0
2025/6/5 2:44,0.17,0
2025/6/5 2:44,0.17,0
2025/6/5 2:45,0.1,1
2025/6/5 2:45,0.12,1
2025/6/5 2:45,0.12,1
2025/6/5 2:46,0.13,0
2025/6/5 2:46,0.21,0
2025/6/5 2:46,0.21,0
2025/6/5 2:47,0.2,0
2025/6/5 2:47,0.12,1
2025/6/5 2:47,0.12,1
2025/6/5 2:48,0.07,1
2025/6/5 2:48,0.04,1
2025/6/5 2:48,0.04,1
2025/6/5 2:49,0.19,0
2025/6/5 2:49,0.12,1
2025/6/5 2:49,0.12,1
2025/6/5 2:50,0.31,0
2025/6/5 2:50,0.3,0
2025/6/5 2:50,0.3,0
2025/6/5 2:51,0.18,0
2025/6/5 2:51,0.19,0
2025/6/5 2:51,0.19,0
2025/6/5 2:52,0.18,0
2025/6/5 2:52,0.18,0
2025/6/5 2:52,0.18,0
2025/6/5 2:53,0.11,1
2025/6/5 2:53,0.13,0
2025/6/5 2:53,0.13,0
2025/6/5 2:54,0.36,0
2025/6/5 2:54,0.22,0
2025/6/5 2:54,0.22,0
2025/6/5 2:55,0.18,0
2025/6/5 2:55,0.32,0
2025/6/5 2:55,0.32,0
2025/6/5 2:56,0.19,0
2025/6/5 2:56,0.17,0
2025/6/5 2:56,0.17,0
2025/6/5 2:57,0.18,0
2025/6/5 2:57,0.35,0
2025/6/5 2:57,0.35,0
2025/6/5 2:58,1.09,0
2025/6/5 2:58,0.66,0
2025/6/5 2:58,0.66,0
2025/6/5 2:59,0.45,0
2025/6/5 2:59,0.34,0
2025/6/5 2:59,0.34,0
2025/6/5 3:00,0.32,0
2025/6/5 3:00,1.12,0
2025/6/5 3:00,1.12,0
2025/6/5 3:01,1.62,0
2025/6/5 3:01,1.73,0
2025/6/5 3:01,1.73,0
2025/6/5 3:02,1.12,0
2025/6/5 3:02,0.67,0
2025/6/5 3:02,0.67,0
2025/6/5 3:03,0.47,0
2025/6/5 3:03,0.41,0
2025/6/5 3:03,0.41,0
2025/6/5 3:04,0.39,0
2025/6/5 3:04,1.32,0
2025/6/5 3:04,1.32,0
2025/6/5 3:05,0.8,0
2025/6/5 3:05,1.27,0
2025/6/5 3:05,1.27,0
2025/6/5 3:06,1.17,0
2025/6/5 3:06,0.71,0
2025/6/5 3:06,0.71,0
2025/6/5 3:07,0.43,0
2025/6/5 3:07,0.32,0
2025/6/5 3:07,0.32,0
2025/6/5 3:08,0.19,0
2025/6/5 3:08,0.12,1
2025/6/5 3:08,0.12,1
2025/6/5 3:09,0.15,0
2025/6/5 3:09,0.45,0
2025/6/5 3:09,0.45,0
2025/6/5 3:10,0.27,0
2025/6/5 3:10,0.16,0
2025/6/5 3:10,0.16,0
2025/6/5 3:11,0.1,1
2025/6/5 3:11,0.17,0
2025/6/5 3:11,0.17,0
2025/6/5 3:12,0.25,0
2025/6/5 3:12,0.15,0
2025/6/5 3:12,0.15,0
2025/6/5 3:13,0.09,1
2025/6/5 3:13,0.12,1
2025/6/5 3:13,0.12,1
2025/6/5 3:14,0.2,0
2025/6/5 3:14,0.19,0
2025/6/5 3:14,0.19,0
2025/6/5 3:15,0.23,0
2025/6/5 3:15,0.32,0
2025/6/5 3:15,0.32,0
2025/6/5 3:16,0.54,0
2025/6/5 3:16,0.39,0
2025/6/5 3:16,0.39,0
2025/6/5 3:17,0.39,0
2025/6/5 3:17,0.37,0
2025/6/5 3:17,0.37,0
2025/6/5 3:18,0.33,0
2025/6/5 3:18,0.2,0
2025/6/5 3:18,0.2,0
2025/6/5 3:19,0.17,0
2025/6/5 3:19,0.26,0
2025/6/5 3:19,0.26,0
2025/6/5 3:20,0.45,0
2025/6/5 3:20,0.46,0
2025/6/5 3:20,0.46,0
2025/6/5 3:21,0.46,0
2025/6/5 3:21,0.34,0
2025/6/5 3:21,0.34,0
2025/6/5 3:22,0.2,0
2025/6/5 3:22,0.12,1
2025/6/5 3:22,0.12,1
2025/6/5 3:23,0.57,0
2025/6/5 3:23,0.34,0
2025/6/5 3:23,0.34,0
2025/6/5 3:24,0.21,0
2025/6/5 3:24,1.32,0
2025/6/5 3:24,1.32,0
2025/6/5 3:25,1.08,0
2025/6/5 3:25,1.03,0
2025/6/5 3:25,1.03,0
2025/6/5 3:26,0.69,0
2025/6/5 3:26,0.63,0
2025/6/5 3:26,0.63,0
2025/6/5 3:27,0.38,0
2025/6/5 3:27,0.23,0
2025/6/5 3:27,0.23,0
2025/6/5 3:28,1.49,0
2025/6/5 3:28,0.9,0
2025/6/5 3:28,0.9,0
2025/6/5 3:29,0.55,0
2025/6/5 3:29,0.33,0
2025/6/5 3:29,0.33,0
2025/6/5 3:30,0.35,0
2025/6/5 3:30,0.4,0
2025/6/5 3:30,0.4,0
2025/6/5 3:31,0.52,0
2025/6/5 3:31,0.31,0
2025/6/5 3:31,0.31,0
2025/6/5 3:32,0.19,0
2025/6/5 3:32,0.11,1
2025/6/5 3:32,0.11,1
2025/6/5 3:33,0.07,1
2025/6/5 3:33,0.04,1
2025/6/5 3:33,0.04,1
2025/6/5 3:34,0.2,0
2025/6/5 3:34,0.12,1
2025/6/5 3:34,0.12,1
2025/6/5 3:35,0.23,0
2025/6/5 3:35,0.45,0
2025/6/5 3:35,0.45,0
2025/6/5 3:36,0.97,0
2025/6/5 3:36,0.74,0
2025/6/5 3:36,0.74,0
2025/6/5 3:37,1.38,0
2025/6/5 3:37,0.83,0
2025/6/5 3:37,0.83,0
2025/6/5 3:38,0.66,0
2025/6/5 3:38,0.47,0
2025/6/5 3:38,0.47,0
2025/6/5 3:39,0.28,0
2025/6/5 3:39,0.17,0
2025/6/5 3:39,0.17,0
2025/6/5 3:40,0.72,0
2025/6/5 3:40,1.64,0
2025/6/5 3:40,1.64,0
2025/6/5 3:41,1.23,0
2025/6/5 3:41,2.2,0
2025/6/5 3:41,2.2,0
2025/6/5 3:42,1.44,0
2025/6/5 3:42,0.98,0
2025/6/5 3:42,0.98,0
2025/6/5 3:43,0.79,0
2025/6/5 3:43,0.59,0
2025/6/5 3:43,0.59,0
2025/6/5 3:44,1.93,0
2025/6/5 3:44,1.28,0
2025/6/5 3:44,1.28,0
2025/6/5 3:45,0.83,0
2025/6/5 3:45,0.64,0
2025/6/5 3:45,0.64,0
2025/6/5 3:46,0.58,0
2025/6/5 3:46,0.41,0
2025/6/5 3:46,0.41,0
2025/6/5 3:47,0.39,0
2025/6/5 3:47,0.43,0
2025/6/5 3:47,0.43,0
2025/6/5 3:48,0.26,0
2025/6/5 3:48,0.16,0
2025/6/5 3:48,0.16,0
2025/6/5 3:49,0.09,1
2025/6/5 3:49,0.18,0
2025/6/5 3:49,0.18,0
2025/6/5 3:50,0.11,1
2025/6/5 3:50,0.28,0
2025/6/5 3:50,0.28,0
2025/6/5 3:51,0.23,0
2025/6/5 3:51,0.14,0
2025/6/5 3:51,0.14,0
2025/6/5 3:52,0.08,1
2025/6/5 3:52,0.05,1
2025/6/5 3:52,0.05,1
2025/6/5 3:53,0.03,1
2025/6/5 3:53,0.02,1
2025/6/5 3:53,0.02,1
2025/6/5 3:54,0.24,0
2025/6/5 3:54,0.15,0
2025/6/5 3:54,0.15,0
2025/6/5 3:55,0.09,1
2025/6/5 3:55,0.2,0
2025/6/5 3:55,0.2,0
2025/6/5 3:56,0.73,0
2025/6/5 3:56,0.73,0
2025/6/5 3:56,0.73,0
2025/6/5 3:57,0.51,0
2025/6/5 3:57,0.52,0
2025/6/5 3:57,0.52,0
2025/6/5 3:58,0.31,0
2025/6/5 3:58,0.19,0
2025/6/5 3:58,0.19,0
2025/6/5 3:59,0.11,1
2025/6/5 3:59,0.12,1
2025/6/5 3:59,0.12,1
2025/6/5 4:00,0.32,0
2025/6/5 4:00,0.19,0
2025/6/5 4:00,0.19,0
2025/6/5 4:01,0.18,0
